x,y,z
-2.808042,-0.805824,5.667073
1.011717,-0.697414,4.643946
0.027172,-0.004168,1.595817
-0.119483,-0.001287,1.541423
-0.197903,0.008845,1.388291
-0.213594,0.011052,1.386473
-0.299419,0.010257,1.380359
-0.241866,0.011526,1.378323
-1.248801,-0.053038,2.877024
-0.600774,0.005004,1.777424
-0.215024,0.010918,1.391386
-0.240005,0.010951,1.373862
-0.240790,0.011286,1.375575
-0.085968,0.006147,1.373192
-0.145725,0.007438,1.380515
-0.171783,0.014364,1.228478
-0.333243,0.012351,1.386795
0.265560,-0.470662,1.940717
0.403224,-0.396564,1.518480
